color,order
"[107, 62, 79]","[(137, 50, 184), (29, 29, 33), (131, 84, 50)]"
"[130, 43, 73]","[(137, 50, 184), (29, 29, 33), (176, 46, 38)]"
"[166, 84, 69]","[(137, 50, 184), (29, 29, 33), (249, 128, 29)]"
"[168, 128, 85]","[(137, 50, 184), (29, 29, 33), (254, 216, 61)]"
"[106, 119, 70]","[(137, 50, 184), (29, 29, 33), (128, 199, 31)]"
"[88, 82, 65]","[(137, 50, 184), (29, 29, 33), (94, 124, 22)]"
"[52, 98, 132]","[(137, 50, 184), (29, 29, 33), (22, 156, 156)]"
"[70, 109, 163]","[(137, 50, 184), (29, 29, 33), (58, 179, 218)]"
"[72, 54, 139]","[(137, 50, 184), (29, 29, 33), (60, 68, 170)]"
"[110, 45, 146]","[(137, 50, 184), (29, 29, 33), (137, 50, 184)]"
"[141, 59, 149]","[(137, 50, 184), (29, 29, 33), (199, 78, 189)]"
"[163, 89, 139]","[(137, 50, 184), (29, 29, 33), (243, 139, 170)]"
"[192, 161, 186]","[(137, 50, 184), (131, 84, 50), (249, 255, 254)]"
"[146, 112, 134]","[(137, 50, 184), (131, 84, 50), (157, 157, 151)]"
"[102, 73, 100]","[(137, 50, 184), (131, 84, 50), (71, 79, 82)]"
"[82, 48, 75]","[(137, 50, 184), (131, 84, 50), (29, 29, 33)]"
"[132, 76, 84]","[(137, 50, 184), (131, 84, 50), (131, 84, 50)]"
"[155, 56, 78]","[(137, 50, 184), (131, 84, 50), (176, 46, 38)]"
"[192, 98, 73]","[(137, 50, 184), (131, 84, 50), (249, 128, 29)]"
"[194, 142, 89]","[(137, 50, 184), (131, 84, 50), (254, 216, 61)]"
"[131, 133, 74]","[(137, 50, 184), (131, 84, 50), (128, 199, 31)]"
"[114, 96, 70]","[(137, 50, 184), (131, 84, 50), (94, 124, 22)]"
"[78, 112, 136]","[(137, 50, 184), (131, 84, 50), (22, 156, 156)]"
"[96, 123, 168]","[(137, 50, 184), (131, 84, 50), (58, 179, 218)]"
"[97, 68, 144]","[(137, 50, 184), (131, 84, 50), (60, 68, 170)]"
"[136, 58, 150]","[(137, 50, 184), (131, 84, 50), (137, 50, 184)]"
"[166, 72, 153]","[(137, 50, 184), (131, 84, 50), (199, 78, 189)]"
"[188, 103, 144]","[(137, 50, 184), (131, 84, 50), (243, 139, 170)]"
"[203, 152, 182]","[(137, 50, 184), (176, 46, 38), (249, 255, 254)]"
"[157, 102, 131]","[(137, 50, 184), (176, 46, 38), (157, 157, 151)]"
"[114, 64, 96]","[(137, 50, 184), (176, 46, 38), (71, 79, 82)]"
"[93, 38, 72]","[(137, 50, 184), (176, 46, 38), (29, 29, 33)]"
"[144, 66, 80]","[(137, 50, 184), (176, 46, 38), (131, 84, 50)]"
"[166, 47, 74]","[(137, 50, 184), (176, 46, 38), (176, 46, 38)]"
"[203, 88, 70]","[(137, 50, 184), (176, 46, 38), (249, 128, 29)]"
"[205, 132, 86]","[(137, 50, 184), (176, 46, 38), (254, 216, 61)]"
"[142, 124, 71]","[(137, 50, 184), (176, 46, 38), (128, 199, 31)]"
"[125, 86, 66]","[(137, 50, 184), (176, 46, 38), (94, 124, 22)]"
"[89, 102, 134]","[(137, 50, 184), (176, 46, 38), (22, 156, 156)]"
"[107, 114, 164]","[(137, 50, 184), (176, 46, 38), (58, 179, 218)]"
"[108, 58, 140]","[(137, 50, 184), (176, 46, 38), (60, 68, 170)]"
"[147, 49, 148]","[(137, 50, 184), (176, 46, 38), (137, 50, 184)]"
"[178, 63, 150]","[(137, 50, 184), (176, 46, 38), (199, 78, 189)]"
"[200, 94, 140]","[(137, 50, 184), (176, 46, 38), (243, 139, 170)]"
"[221, 172, 180]","[(137, 50, 184), (249, 128, 29), (249, 255, 254)]"
"[175, 123, 129]","[(137, 50, 184), (249, 128, 29), (157, 157, 151)]"
"[132, 84, 94]","[(137, 50, 184), (249, 128, 29), (71, 79, 82)]"
"[111, 59, 70]","[(137, 50, 184), (249, 128, 29), (29, 29, 33)]"
"[162, 86, 78]","[(137, 50, 184), (249, 128, 29), (131, 84, 50)]"
"[184, 68, 72]","[(137, 50, 184), (249, 128, 29), (176, 46, 38)]"
"[221, 108, 68]","[(137, 50, 184), (249, 128, 29), (249, 128, 29)]"
"[224, 152, 84]","[(137, 50, 184), (249, 128, 29), (254, 216, 61)]"
"[160, 144, 69]","[(137, 50, 184), (249, 128, 29), (128, 199, 31)]"
"[144, 106, 64]","[(137, 50, 184), (249, 128, 29), (94, 124, 22)]"
"[108, 122, 131]","[(137, 50, 184), (249, 128, 29), (22, 156, 156)]"
"[126, 134, 162]","[(137, 50, 184), (249, 128, 29), (58, 179, 218)]"
"[126, 78, 138]","[(137, 50, 184), (249, 128, 29), (60, 68, 170)]"
"[165, 70, 145]","[(137, 50, 184), (249, 128, 29), (137, 50, 184)]"
"[196, 84, 148]","[(137, 50, 184), (249, 128, 29), (199, 78, 189)]"
"[218, 114, 138]","[(137, 50, 184), (249, 128, 29), (243, 139, 170)]"
"[222, 194, 188]","[(137, 50, 184), (254, 216, 61), (249, 255, 254)]"
"[176, 145, 137]","[(137, 50, 184), (254, 216, 61), (157, 157, 151)]"
"[133, 106, 102]","[(137, 50, 184), (254, 216, 61), (71, 79, 82)]"
"[112, 81, 78]","[(137, 50, 184), (254, 216, 61), (29, 29, 33)]"
"[163, 108, 86]","[(137, 50, 184), (254, 216, 61), (131, 84, 50)]"
"[186, 90, 80]","[(137, 50, 184), (254, 216, 61), (176, 46, 38)]"
"[222, 130, 76]","[(137, 50, 184), (254, 216, 61), (249, 128, 29)]"
"[225, 174, 92]","[(137, 50, 184), (254, 216, 61), (254, 216, 61)]"
"[162, 166, 77]","[(137, 50, 184), (254, 216, 61), (128, 199, 31)]"
"[145, 128, 72]","[(137, 50, 184), (254, 216, 61), (94, 124, 22)]"
"[109, 144, 139]","[(137, 50, 184), (254, 216, 61), (22, 156, 156)]"
"[127, 156, 170]","[(137, 50, 184), (254, 216, 61), (58, 179, 218)]"
"[128, 100, 146]","[(137, 50, 184), (254, 216, 61), (60, 68, 170)]"
"[166, 92, 153]","[(137, 50, 184), (254, 216, 61), (137, 50, 184)]"
"[197, 106, 156]","[(137, 50, 184), (254, 216, 61), (199, 78, 189)]"
"[219, 136, 146]","[(137, 50, 184), (254, 216, 61), (243, 139, 170)]"
"[191, 190, 181]","[(137, 50, 184), (128, 199, 31), (249, 255, 254)]"
"[145, 141, 129]","[(137, 50, 184), (128, 199, 31), (157, 157, 151)]"
"[102, 102, 95]","[(137, 50, 184), (128, 199, 31), (71, 79, 82)]"
"[81, 77, 70]","[(137, 50, 184), (128, 199, 31), (29, 29, 33)]"
"[132, 104, 79]","[(137, 50, 184), (128, 199, 31), (131, 84, 50)]"
"[154, 85, 73]","[(137, 50, 184), (128, 199, 31), (176, 46, 38)]"
"[191, 126, 68]","[(137, 50, 184), (128, 199, 31), (249, 128, 29)]"
"[193, 170, 84]","[(137, 50, 184), (128, 199, 31), (254, 216, 61)]"
"[130, 162, 69]","[(137, 50, 184), (128, 199, 31), (128, 199, 31)]"
"[113, 124, 65]","[(137, 50, 184), (128, 199, 31), (94, 124, 22)]"
"[77, 140, 132]","[(137, 50, 184), (128, 199, 31), (22, 156, 156)]"
"[95, 152, 163]","[(137, 50, 184), (128, 199, 31), (58, 179, 218)]"
"[96, 96, 139]","[(137, 50, 184), (128, 199, 31), (60, 68, 170)]"
"[135, 87, 146]","[(137, 50, 184), (128, 199, 31), (137, 50, 184)]"
"[166, 101, 148]","[(137, 50, 184), (128, 199, 31), (199, 78, 189)]"
"[188, 132, 139]","[(137, 50, 184), (128, 199, 31), (243, 139, 170)]"
"[182, 171, 178]","[(137, 50, 184), (94, 124, 22), (249, 255, 254)]"
"[136, 122, 127]","[(137, 50, 184), (94, 124, 22), (157, 157, 151)]"
"[93, 83, 92]","[(137, 50, 184), (94, 124, 22), (71, 79, 82)]"
"[72, 58, 68]","[(137, 50, 184), (94, 124, 22), (29, 29, 33)]"
"[123, 86, 76]","[(137, 50, 184), (94, 124, 22), (131, 84, 50)]"
"[146, 66, 70]","[(137, 50, 184), (94, 124, 22), (176, 46, 38)]"
"[182, 108, 66]","[(137, 50, 184), (94, 124, 22), (249, 128, 29)]"
"[185, 152, 82]","[(137, 50, 184), (94, 124, 22), (254, 216, 61)]"
"[122, 143, 67]","[(137, 50, 184), (94, 124, 22), (128, 199, 31)]"
"[105, 106, 62]","[(137, 50, 184), (94, 124, 22), (94, 124, 22)]"
"[69, 122, 130]","[(137, 50, 184), (94, 124, 22), (22, 156, 156)]"
"[87, 133, 160]","[(137, 50, 184), (94, 124, 22), (58, 179, 218)]"
"[88, 78, 136]","[(137, 50, 184), (94, 124, 22), (60, 68, 170)]"
"[126, 68, 144]","[(137, 50, 184), (94, 124, 22), (137, 50, 184)]"
"[157, 82, 146]","[(137, 50, 184), (94, 124, 22), (199, 78, 189)]"
"[179, 113, 136]","[(137, 50, 184), (94, 124, 22), (243, 139, 170)]"
"[164, 179, 212]","[(137, 50, 184), (22, 156, 156), (249, 255, 254)]"
"[118, 130, 160]","[(137, 50, 184), (22, 156, 156), (157, 157, 151)]"
"[75, 91, 126]","[(137, 50, 184), (22, 156, 156), (71, 79, 82)]"
"[54, 66, 102]","[(137, 50, 184), (22, 156, 156), (29, 29, 33)]"
"[105, 94, 110]","[(137, 50, 184), (22, 156, 156), (131, 84, 50)]"
"[128, 74, 104]","[(137, 50, 184), (22, 156, 156), (176, 46, 38)]"
"[164, 116, 100]","[(137, 50, 184), (22, 156, 156), (249, 128, 29)]"
"[167, 160, 116]","[(137, 50, 184), (22, 156, 156), (254, 216, 61)]"
"[104, 151, 100]","[(137, 50, 184), (22, 156, 156), (128, 199, 31)]"
"[87, 114, 96]","[(137, 50, 184), (22, 156, 156), (94, 124, 22)]"
"[51, 130, 163]","[(137, 50, 184), (22, 156, 156), (22, 156, 156)]"
"[69, 141, 194]","[(137, 50, 184), (22, 156, 156), (58, 179, 218)]"
"[70, 86, 170]","[(137, 50, 184), (22, 156, 156), (60, 68, 170)]"
"[108, 76, 177]","[(137, 50, 184), (22, 156, 156), (137, 50, 184)]"
"[139, 90, 180]","[(137, 50, 184), (22, 156, 156), (199, 78, 189)]"
"[161, 121, 170]","[(137, 50, 184), (22, 156, 156), (243, 139, 170)]"
"[173, 185, 228]","[(137, 50, 184), (58, 179, 218), (249, 255, 254)]"
"[127, 136, 176]","[(137, 50, 184), (58, 179, 218), (157, 157, 151)]"
"[84, 97, 142]","[(137, 50, 184), (58, 179, 218), (71, 79, 82)]"
"[63, 72, 117]","[(137, 50, 184), (58, 179, 218), (29, 29, 33)]"
"[114, 99, 126]","[(137, 50, 184), (58, 179, 218), (131, 84, 50)]"
"[137, 80, 120]","[(137, 50, 184), (58, 179, 218), (176, 46, 38)]"
"[173, 121, 115]","[(137, 50, 184), (58, 179, 218), (249, 128, 29)]"
"[176, 165, 131]","[(137, 50, 184), (58, 179, 218), (254, 216, 61)]"
"[113, 157, 116]","[(137, 50, 184), (58, 179, 218), (128, 199, 31)]"
"[96, 119, 112]","[(137, 50, 184), (58, 179, 218), (94, 124, 22)]"
"[60, 135, 178]","[(137, 50, 184), (58, 179, 218), (22, 156, 156)]"
"[78, 147, 210]","[(137, 50, 184), (58, 179, 218), (58, 179, 218)]"
"[79, 91, 186]","[(137, 50, 184), (58, 179, 218), (60, 68, 170)]"
"[117, 82, 192]","[(137, 50, 184), (58, 179, 218), (137, 50, 184)]"
"[148, 96, 195]","[(137, 50, 184), (58, 179, 218), (199, 78, 189)]"
"[170, 127, 186]","[(137, 50, 184), (58, 179, 218), (243, 139, 170)]"
"[174, 157, 216]","[(137, 50, 184), (60, 68, 170), (249, 255, 254)]"
"[128, 108, 164]","[(137, 50, 184), (60, 68, 170), (157, 157, 151)]"
"[85, 69, 130]","[(137, 50, 184), (60, 68, 170), (71, 79, 82)]"
"[64, 44, 105]","[(137, 50, 184), (60, 68, 170), (29, 29, 33)]"
"[115, 72, 114]","[(137, 50, 184), (60, 68, 170), (131, 84, 50)]"
"[137, 52, 108]","[(137, 50, 184), (60, 68, 170), (176, 46, 38)]"
"[174, 94, 103]","[(137, 50, 184), (60, 68, 170), (249, 128, 29)]"
"[176, 138, 119]","[(137, 50, 184), (60, 68, 170), (254, 216, 61)]"
"[113, 129, 104]","[(137, 50, 184), (60, 68, 170), (128, 199, 31)]"
"[96, 92, 100]","[(137, 50, 184), (60, 68, 170), (94, 124, 22)]"
"[60, 108, 166]","[(137, 50, 184), (60, 68, 170), (22, 156, 156)]"
"[78, 119, 198]","[(137, 50, 184), (60, 68, 170), (58, 179, 218)]"
"[79, 64, 174]","[(137, 50, 184), (60, 68, 170), (60, 68, 170)]"
"[118, 54, 180]","[(137, 50, 184), (60, 68, 170), (137, 50, 184)]"
"[149, 68, 183]","[(137, 50, 184), (60, 68, 170), (199, 78, 189)]"
"[171, 99, 174]","[(137, 50, 184), (60, 68, 170), (243, 139, 170)]"
"[193, 152, 219]","[(137, 50, 184), (137, 50, 184), (249, 255, 254)]"
"[147, 104, 168]","[(137, 50, 184), (137, 50, 184), (157, 157, 151)]"
"[104, 64, 133]","[(137, 50, 184), (137, 50, 184), (71, 79, 82)]"
"[83, 40, 108]","[(137, 50, 184), (137, 50, 184), (29, 29, 33)]"
"[134, 67, 117]","[(137, 50, 184), (137, 50, 184), (131, 84, 50)]"
"[156, 48, 111]","[(137, 50, 184), (137, 50, 184), (176, 46, 38)]"
"[193, 89, 106]","[(137, 50, 184), (137, 50, 184), (249, 128, 29)]"
"[196, 133, 122]","[(137, 50, 184), (137, 50, 184), (254, 216, 61)]"
"[132, 124, 108]","[(137, 50, 184), (137, 50, 184), (128, 199, 31)]"
"[116, 87, 103]","[(137, 50, 184), (137, 50, 184), (94, 124, 22)]"
"[80, 103, 170]","[(137, 50, 184), (137, 50, 184), (22, 156, 156)]"
"[98, 114, 201]","[(137, 50, 184), (137, 50, 184), (58, 179, 218)]"
"[98, 59, 177]","[(137, 50, 184), (137, 50, 184), (60, 68, 170)]"
"[137, 50, 184]","[(137, 50, 184), (137, 50, 184), (137, 50, 184)]"
"[168, 64, 186]","[(137, 50, 184), (137, 50, 184), (199, 78, 189)]"
"[190, 94, 177]","[(137, 50, 184), (137, 50, 184), (243, 139, 170)]"
"[208, 160, 220]","[(137, 50, 184), (199, 78, 189), (249, 255, 254)]"
"[162, 110, 169]","[(137, 50, 184), (199, 78, 189), (157, 157, 151)]"
"[120, 72, 134]","[(137, 50, 184), (199, 78, 189), (71, 79, 82)]"
"[98, 46, 110]","[(137, 50, 184), (199, 78, 189), (29, 29, 33)]"
"[150, 74, 118]","[(137, 50, 184), (199, 78, 189), (131, 84, 50)]"
"[172, 55, 112]","[(137, 50, 184), (199, 78, 189), (176, 46, 38)]"
"[208, 96, 108]","[(137, 50, 184), (199, 78, 189), (249, 128, 29)]"
"[211, 140, 124]","[(137, 50, 184), (199, 78, 189), (254, 216, 61)]"
"[148, 132, 109]","[(137, 50, 184), (199, 78, 189), (128, 199, 31)]"
"[131, 94, 104]","[(137, 50, 184), (199, 78, 189), (94, 124, 22)]"
"[95, 110, 171]","[(137, 50, 184), (199, 78, 189), (22, 156, 156)]"
"[113, 122, 202]","[(137, 50, 184), (199, 78, 189), (58, 179, 218)]"
"[114, 66, 178]","[(137, 50, 184), (199, 78, 189), (60, 68, 170)]"
"[152, 57, 185]","[(137, 50, 184), (199, 78, 189), (137, 50, 184)]"
"[184, 71, 188]","[(137, 50, 184), (199, 78, 189), (199, 78, 189)]"
"[206, 102, 178]","[(137, 50, 184), (199, 78, 189), (243, 139, 170)]"
"[220, 175, 216]","[(137, 50, 184), (243, 139, 170), (249, 255, 254)]"
"[174, 126, 164]","[(137, 50, 184), (243, 139, 170), (157, 157, 151)]"
"[130, 87, 130]","[(137, 50, 184), (243, 139, 170), (71, 79, 82)]"
"[110, 62, 105]","[(137, 50, 184), (243, 139, 170), (29, 29, 33)]"
"[160, 89, 114]","[(137, 50, 184), (243, 139, 170), (131, 84, 50)]"
"[183, 70, 108]","[(137, 50, 184), (243, 139, 170), (176, 46, 38)]"
"[220, 111, 103]","[(137, 50, 184), (243, 139, 170), (249, 128, 29)]"
"[222, 155, 119]","[(137, 50, 184), (243, 139, 170), (254, 216, 61)]"
"[159, 147, 104]","[(137, 50, 184), (243, 139, 170), (128, 199, 31)]"
"[142, 109, 100]","[(137, 50, 184), (243, 139, 170), (94, 124, 22)]"
"[106, 125, 166]","[(137, 50, 184), (243, 139, 170), (22, 156, 156)]"
"[124, 137, 198]","[(137, 50, 184), (243, 139, 170), (58, 179, 218)]"
"[125, 81, 174]","[(137, 50, 184), (243, 139, 170), (60, 68, 170)]"
"[164, 72, 180]","[(137, 50, 184), (243, 139, 170), (137, 50, 184)]"
"[194, 86, 183]","[(137, 50, 184), (243, 139, 170), (199, 78, 189)]"
"[216, 117, 174]","[(137, 50, 184), (243, 139, 170), (243, 139, 170)]"
"[236, 211, 238]","[(199, 78, 189), (249, 255, 254), (249, 255, 254)]"
"[190, 162, 186]","[(199, 78, 189), (249, 255, 254), (157, 157, 151)]"
"[148, 123, 152]","[(199, 78, 189), (249, 255, 254), (71, 79, 82)]"
"[126, 98, 127]","[(199, 78, 189), (249, 255, 254), (29, 29, 33)]"
"[178, 125, 136]","[(199, 78, 189), (249, 255, 254), (131, 84, 50)]"
"[200, 106, 130]","[(199, 78, 189), (249, 255, 254), (176, 46, 38)]"
"[236, 147, 125]","[(199, 78, 189), (249, 255, 254), (249, 128, 29)]"
"[239, 191, 141]","[(199, 78, 189), (249, 255, 254), (254, 216, 61)]"
"[176, 183, 126]","[(199, 78, 189), (249, 255, 254), (128, 199, 31)]"
"[159, 145, 122]","[(199, 78, 189), (249, 255, 254), (94, 124, 22)]"
"[123, 161, 189]","[(199, 78, 189), (249, 255, 254), (22, 156, 156)]"
"[141, 173, 220]","[(199, 78, 189), (249, 255, 254), (58, 179, 218)]"
"[142, 117, 196]","[(199, 78, 189), (249, 255, 254), (60, 68, 170)]"
"[180, 108, 203]","[(199, 78, 189), (249, 255, 254), (137, 50, 184)]"
"[212, 122, 205]","[(199, 78, 189), (249, 255, 254), (199, 78, 189)]"
"[234, 153, 196]","[(199, 78, 189), (249, 255, 254), (243, 139, 170)]"
"[214, 186, 212]","[(199, 78, 189), (157, 157, 151), (249, 255, 254)]"
"[168, 137, 160]","[(199, 78, 189), (157, 157, 151), (157, 157, 151)]"
"[124, 98, 126]","[(199, 78, 189), (157, 157, 151), (71, 79, 82)]"
"[104, 73, 102]","[(199, 78, 189), (157, 157, 151), (29, 29, 33)]"
"[154, 101, 110]","[(199, 78, 189), (157, 157, 151), (131, 84, 50)]"
"[177, 82, 104]","[(199, 78, 189), (157, 157, 151), (176, 46, 38)]"
"[214, 123, 100]","[(199, 78, 189), (157, 157, 151), (249, 128, 29)]"
"[216, 167, 116]","[(199, 78, 189), (157, 157, 151), (254, 216, 61)]"
"[153, 158, 100]","[(199, 78, 189), (157, 157, 151), (128, 199, 31)]"
"[136, 121, 96]","[(199, 78, 189), (157, 157, 151), (94, 124, 22)]"
"[100, 137, 163]","[(199, 78, 189), (157, 157, 151), (22, 156, 156)]"
"[118, 148, 194]","[(199, 78, 189), (157, 157, 151), (58, 179, 218)]"
"[119, 93, 170]","[(199, 78, 189), (157, 157, 151), (60, 68, 170)]"
"[158, 84, 177]","[(199, 78, 189), (157, 157, 151), (137, 50, 184)]"
"[188, 98, 180]","[(199, 78, 189), (157, 157, 151), (199, 78, 189)]"
"[210, 128, 170]","[(199, 78, 189), (157, 157, 151), (243, 139, 170)]"
"[192, 167, 195]","[(199, 78, 189), (71, 79, 82), (249, 255, 254)]"
"[146, 118, 143]","[(199, 78, 189), (71, 79, 82), (157, 157, 151)]"
"[103, 79, 109]","[(199, 78, 189), (71, 79, 82), (71, 79, 82)]"
"[82, 54, 84]","[(199, 78, 189), (71, 79, 82), (29, 29, 33)]"
"[133, 81, 93]","[(199, 78, 189), (71, 79, 82), (131, 84, 50)]"
"[156, 62, 87]","[(199, 78, 189), (71, 79, 82), (176, 46, 38)]"
"[192, 103, 82]","[(199, 78, 189), (71, 79, 82), (249, 128, 29)]"
"[194, 147, 98]","[(199, 78, 189), (71, 79, 82), (254, 216, 61)]"
"[132, 139, 83]","[(199, 78, 189), (71, 79, 82), (128, 199, 31)]"
"[114, 101, 79]","[(199, 78, 189), (71, 79, 82), (94, 124, 22)]"
"[78, 117, 146]","[(199, 78, 189), (71, 79, 82), (22, 156, 156)]"
"[96, 129, 177]","[(199, 78, 189), (71, 79, 82), (58, 179, 218)]"
"[98, 73, 153]","[(199, 78, 189), (71, 79, 82), (60, 68, 170)]"
"[136, 64, 160]","[(199, 78, 189), (71, 79, 82), (137, 50, 184)]"
"[167, 78, 162]","[(199, 78, 189), (71, 79, 82), (199, 78, 189)]"
"[189, 109, 153]","[(199, 78, 189), (71, 79, 82), (243, 139, 170)]"
"[182, 154, 182]","[(199, 78, 189), (29, 29, 33), (249, 255, 254)]"
"[136, 105, 131]","[(199, 78, 189), (29, 29, 33), (157, 157, 151)]"
"[92, 66, 96]","[(199, 78, 189), (29, 29, 33), (71, 79, 82)]"
"[72, 41, 72]","[(199, 78, 189), (29, 29, 33), (29, 29, 33)]"
"[122, 69, 80]","[(199, 78, 189), (29, 29, 33), (131, 84, 50)]"
"[145, 50, 74]","[(199, 78, 189), (29, 29, 33), (176, 46, 38)]"
"[182, 91, 70]","[(199, 78, 189), (29, 29, 33), (249, 128, 29)]"
"[184, 135, 86]","[(199, 78, 189), (29, 29, 33), (254, 216, 61)]"
"[121, 126, 71]","[(199, 78, 189), (29, 29, 33), (128, 199, 31)]"
"[104, 89, 66]","[(199, 78, 189), (29, 29, 33), (94, 124, 22)]"
"[68, 105, 134]","[(199, 78, 189), (29, 29, 33), (22, 156, 156)]"
"[86, 116, 164]","[(199, 78, 189), (29, 29, 33), (58, 179, 218)]"
"[87, 61, 140]","[(199, 78, 189), (29, 29, 33), (60, 68, 170)]"
"[126, 52, 148]","[(199, 78, 189), (29, 29, 33), (137, 50, 184)]"
"[156, 66, 150]","[(199, 78, 189), (29, 29, 33), (199, 78, 189)]"
"[178, 96, 140]","[(199, 78, 189), (29, 29, 33), (243, 139, 170)]"
"[207, 168, 187]","[(199, 78, 189), (131, 84, 50), (249, 255, 254)]"
"[161, 119, 135]","[(199, 78, 189), (131, 84, 50), (157, 157, 151)]"
"[118, 80, 101]","[(199, 78, 189), (131, 84, 50), (71, 79, 82)]"
"[97, 55, 76]","[(199, 78, 189), (131, 84, 50), (29, 29, 33)]"
"[148, 82, 85]","[(199, 78, 189), (131, 84, 50), (131, 84, 50)]"
"[170, 64, 79]","[(199, 78, 189), (131, 84, 50), (176, 46, 38)]"
"[207, 104, 74]","[(199, 78, 189), (131, 84, 50), (249, 128, 29)]"
"[210, 148, 90]","[(199, 78, 189), (131, 84, 50), (254, 216, 61)]"
"[146, 140, 75]","[(199, 78, 189), (131, 84, 50), (128, 199, 31)]"
"[130, 102, 71]","[(199, 78, 189), (131, 84, 50), (94, 124, 22)]"
"[94, 118, 138]","[(199, 78, 189), (131, 84, 50), (22, 156, 156)]"
"[112, 130, 169]","[(199, 78, 189), (131, 84, 50), (58, 179, 218)]"
"[112, 74, 145]","[(199, 78, 189), (131, 84, 50), (60, 68, 170)]"
"[151, 66, 152]","[(199, 78, 189), (131, 84, 50), (137, 50, 184)]"
"[182, 80, 154]","[(199, 78, 189), (131, 84, 50), (199, 78, 189)]"
"[204, 110, 145]","[(199, 78, 189), (131, 84, 50), (243, 139, 170)]"
"[218, 158, 184]","[(199, 78, 189), (176, 46, 38), (249, 255, 254)]"
"[172, 110, 132]","[(199, 78, 189), (176, 46, 38), (157, 157, 151)]"
"[129, 70, 98]","[(199, 78, 189), (176, 46, 38), (71, 79, 82)]"
"[108, 46, 73]","[(199, 78, 189), (176, 46, 38), (29, 29, 33)]"
"[159, 73, 82]","[(199, 78, 189), (176, 46, 38), (131, 84, 50)]"
"[182, 54, 76]","[(199, 78, 189), (176, 46, 38), (176, 46, 38)]"
"[218, 95, 71]","[(199, 78, 189), (176, 46, 38), (249, 128, 29)]"
"[221, 139, 87]","[(199, 78, 189), (176, 46, 38), (254, 216, 61)]"
"[158, 130, 72]","[(199, 78, 189), (176, 46, 38), (128, 199, 31)]"
"[141, 93, 68]","[(199, 78, 189), (176, 46, 38), (94, 124, 22)]"
"[105, 109, 135]","[(199, 78, 189), (176, 46, 38), (22, 156, 156)]"
"[123, 120, 166]","[(199, 78, 189), (176, 46, 38), (58, 179, 218)]"
"[124, 65, 142]","[(199, 78, 189), (176, 46, 38), (60, 68, 170)]"
"[162, 56, 149]","[(199, 78, 189), (176, 46, 38), (137, 50, 184)]"
"[193, 70, 151]","[(199, 78, 189), (176, 46, 38), (199, 78, 189)]"
"[215, 100, 142]","[(199, 78, 189), (176, 46, 38), (243, 139, 170)]"
"[236, 179, 182]","[(199, 78, 189), (249, 128, 29), (249, 255, 254)]"
"[190, 130, 130]","[(199, 78, 189), (249, 128, 29), (157, 157, 151)]"
"[148, 91, 96]","[(199, 78, 189), (249, 128, 29), (71, 79, 82)]"
"[126, 66, 71]","[(199, 78, 189), (249, 128, 29), (29, 29, 33)]"
"[178, 94, 80]","[(199, 78, 189), (249, 128, 29), (131, 84, 50)]"
"[200, 74, 74]","[(199, 78, 189), (249, 128, 29), (176, 46, 38)]"
"[236, 116, 69]","[(199, 78, 189), (249, 128, 29), (249, 128, 29)]"
"[239, 160, 85]","[(199, 78, 189), (249, 128, 29), (254, 216, 61)]"
"[176, 151, 70]","[(199, 78, 189), (249, 128, 29), (128, 199, 31)]"
"[159, 114, 66]","[(199, 78, 189), (249, 128, 29), (94, 124, 22)]"
"[123, 130, 132]","[(199, 78, 189), (249, 128, 29), (22, 156, 156)]"
"[141, 141, 164]","[(199, 78, 189), (249, 128, 29), (58, 179, 218)]"
"[142, 86, 140]","[(199, 78, 189), (249, 128, 29), (60, 68, 170)]"
"[180, 76, 146]","[(199, 78, 189), (249, 128, 29), (137, 50, 184)]"
"[212, 90, 149]","[(199, 78, 189), (249, 128, 29), (199, 78, 189)]"
"[234, 121, 140]","[(199, 78, 189), (249, 128, 29), (243, 139, 170)]"
"[238, 201, 190]","[(199, 78, 189), (254, 216, 61), (249, 255, 254)]"
"[192, 152, 138]","[(199, 78, 189), (254, 216, 61), (157, 157, 151)]"
"[149, 113, 104]","[(199, 78, 189), (254, 216, 61), (71, 79, 82)]"
"[128, 88, 79]","[(199, 78, 189), (254, 216, 61), (29, 29, 33)]"
"[179, 116, 88]","[(199, 78, 189), (254, 216, 61), (131, 84, 50)]"
"[201, 96, 82]","[(199, 78, 189), (254, 216, 61), (176, 46, 38)]"
"[238, 138, 77]","[(199, 78, 189), (254, 216, 61), (249, 128, 29)]"
"[240, 182, 93]","[(199, 78, 189), (254, 216, 61), (254, 216, 61)]"
"[177, 173, 78]","[(199, 78, 189), (254, 216, 61), (128, 199, 31)]"
"[160, 136, 74]","[(199, 78, 189), (254, 216, 61), (94, 124, 22)]"
"[124, 152, 140]","[(199, 78, 189), (254, 216, 61), (22, 156, 156)]"
"[142, 163, 172]","[(199, 78, 189), (254, 216, 61), (58, 179, 218)]"
"[143, 108, 148]","[(199, 78, 189), (254, 216, 61), (60, 68, 170)]"
"[182, 98, 154]","[(199, 78, 189), (254, 216, 61), (137, 50, 184)]"
"[213, 112, 157]","[(199, 78, 189), (254, 216, 61), (199, 78, 189)]"
"[235, 143, 148]","[(199, 78, 189), (254, 216, 61), (243, 139, 170)]"
"[206, 197, 182]","[(199, 78, 189), (128, 199, 31), (249, 255, 254)]"
